date.time.pre,ppf1.ch5.hlv,ppf2.ch6.hlv,ppf3.ch6.llv,ppf4.ch4.llv,ppf5.ch5.llv,ppf6.ch4.hlv,ppf7.ch3.hlv,ppf8.ch3.llv
6/25/2024 5:55,0,0,0,0,0,0,0,0
6/25/2024 6:00,0,0,0,0,0,0,0,0
6/25/2024 6:05,45.3108,0,0,0,117.1241,0,0,0
6/25/2024 6:10,71.81439,64.97493,168.4219,0,184.6656,0,129.9499,254.7701
6/25/2024 6:15,141.9131,136.7837,115.4113,103.4427,135.9288,150.4621,100.878,154.7366
6/25/2024 6:20,70.95563,68.39097,114.5549,29.92105,29.92105,150.4601,130.7977,156.4443
6/25/2024 6:25,37.61352,0.8548527,98.30806,165.8414,134.2119,142.7604,165.8414,191.487
6/25/2024 6:30,137.6313,69.24305,111.9857,129.9376,153.0186,142.7604,165.8414,50.4363
6/25/2024 6:35,70.95614,135.0731,125.6693,131.6535,270.1462,150.4612,122.2497,310.3262
6/25/2024 6:40,72.66776,67.53827,101.7349,147.9003,133.3667,150.465,58.1342,76.94233
6/25/2024 6:45,139.3575,53.00715,122.2584,64.9765,135.0827,150.4719,82.07558,191.5097
6/25/2024 6:50,1.709894,105.1585,116.2728,259.9038,66.68585,149.6157,52.15176,146.1959
6/25/2024 6:55,86.35061,44.45774,101.7398,43.60278,62.41182,143.6327,5.129739,130.8083
6/25/2024 7:00,71.81911,1.709979,116.2785,188.9527,133.3783,79.51401,83.78896,154.7531
6/25/2024 7:05,72.67192,56.42761,94.90098,105.1605,107.7254,39.32833,66.68717,117.985
6/25/2024 7:10,36.76207,106.8665,94.0425,131.6595,203.4738,68.39454,165.8568,154.7426
6/25/2024 7:15,50.44184,47.877,115.4178,129.0969,266.7433,74.38033,115.4178,117.1277
6/25/2024 7:20,141.9168,70.10349,118.834,97.46095,149.6111,74.3781,82.9273,153.8857
6/25/2024 7:25,5.129694,136.7918,76.94541,129.0973,112.8533,58.13653,15.38908,158.1656
6/25/2024 7:30,141.0608,64.11855,223.9874,100.0249,135.0764,3.419656,83.78156,111.9937
6/25/2024 7:35,53.00253,69.24524,42.74398,129.0868,105.1502,35.90494,100.0209,281.2553
6/25/2024 7:40,109.4239,115.408,126.5214,117.1178,65.82533,76.08382,87.19719,35.90472
6/25/2024 7:45,59.84043,14.53267,114.5517,120.5357,30.77508,74.3731,81.21201,204.3123
6/25/2024 7:50,91.4662,45.30569,114.5465,146.175,40.17674,57.27323,71.80524,154.7232
6/25/2024 7:55,70.0946,33.33768,125.6574,115.3997,92.31972,148.7373,45.30505,136.77
6/25/2024 8:00,43.59631,0.8548295,59.83807,139.3372,133.3534,147.8855,160.7079,145.321
6/25/2024 8:05,138.4878,35.04938,223.9741,128.2294,230.813,109.4225,82.06685,111.1322
6/25/2024 8:10,253.9083,181.2409,213.7275,100.0245,316.3167,38.47095,109.4285,575.3544
6/25/2024 8:15,194.927,96.60857,382.1596,248.7884,459.1044,188.9424,189.7974,276.1466
6/25/2024 8:20,179.5329,282.978,311.1903,483.0289,506.1117,145.3361,368.4698,491.5781
6/25/2024 8:25,198.3462,183.8122,247.0779,221.4296,473.6371,100.0281,264.1767,430.8901
6/25/2024 8:30,198.3533,106.0164,430.0505,487.3335,472.799,92.33688,167.5743,315.4843
6/25/2024 8:35,192.3656,319.7544,223.1441,223.1441,472.7919,125.6789,134.2285,574.532
6/25/2024 8:40,199.2032,182.1042,412.9406,463.3825,472.787,174.4097,275.2937,297.5224
6/25/2024 8:45,168.4279,173.5576,315.4816,254.7792,472.7949,267.6036,277.0082,562.5661
6/25/2024 8:50,324.0351,224.0032,217.1634,484.7702,483.9152,324.0351,108.5817,388.1581
6/25/2024 8:55,97.46195,147.9028,421.4802,304.3549,505.2633,182.9549,186.3746,256.4788
6/25/2024 9:00,300.0781,297.5133,377.0211,252.2024,481.3218,113.7048,328.2905,532.6172
6/25/2024 9:05,186.3625,95.74588,222.2672,460.7771,445.3893,117.9726,124.8116,334.2557
6/25/2024 9:10,177.8185,378.7191,369.3152,253.0493,377.8642,195.7713,201.7555,258.1787
6/25/2024 9:15,248.7525,94.88496,416.2971,443.6513,300.0416,369.282,276.9615,540.2458
6/25/2024 9:20,104.2958,302.6288,201.7525,445.3944,238.5125,210.3014,102.586,470.186
6/25/2024 9:25,370.1443,156.4351,273.5477,250.4671,241.9188,135.919,319.7089,294.9186
6/25/2024 9:30,159.8528,214.5618,399.2047,457.333,262.4322,107.7083,199.1749,486.3972
6/25/2024 9:35,183.7915,170.9689,193.1948,243.6307,260.7276,186.3561,186.3561,536.8423
6/25/2024 9:40,243.6383,181.2327,233.3799,314.5926,260.7357,356.4813,255.6065,289.8014
6/25/2024 9:45,123.9543,223.9727,399.2185,487.2688,250.4733,230.8115,111.1315,277.8287
6/25/2024 9:50,389.8194,155.5858,223.1203,253.8955,229.9592,154.7309,402.6424,557.3733
6/25/2024 9:55,100.8794,294.944,196.6293,489.0085,233.3904,92.33028,145.3347,569.3701
6/25/2024 10:00,266.7294,94.0392,399.2391,365.898,253.0509,167.5607,233.3882,256.4706
6/25/2024 10:05,495.8829,374.4771,276.1555,220.5824,263.3309,297.5297,216.3075,256.4911
6/25/2024 10:10,248.7878,274.4361,203.476,456.5385,281.2756,279.5657,406.9519,568.5358
6/25/2024 10:15,521.5226,495.874,400.119,249.6469,308.6388,231.6929,555.7209,561.7056
6/25/2024 10:20,282.9911,275.2965,301.8002,444.5782,360.7923,264.182,273.5866,270.1667
6/25/2024 10:25,518.1151,532.6497,219.7287,424.0678,436.8924,377.8991,536.9245,273.5921
6/25/2024 10:30,309.4918,259.0497,430.0397,242.8057,504.4203,477.9169,296.6675,550.5876
6/25/2024 10:35,281.2814,461.6776,412.945,456.5479,471.9371,494.1661,535.2041,550.5933
6/25/2024 10:40,508.704,331.7263,217.161,235.9703,471.0856,229.9855,296.6728,265.894
6/25/2024 10:45,246.2316,412.0959,215.4526,319.759,499.3029,259.9111,532.6467,260.7661
6/25/2024 10:50,335.9956,347.1099,420.6357,476.2075,366.7738,430.8951,294.9579,568.5421
6/25/2024 10:55,508.6771,455.6721,408.6515,253.9111,226.5536,477.9,534.3246,538.5992
6/25/2024 11:00,284.6691,253.0392,304.3309,421.4471,261.5878,344.5095,290.6531,409.479
6/25/2024 11:05,245.3473,528.3088,219.7012,465.9034,249.6216,265.8641,565.0681,295.7845
6/25/2024 11:10,526.6132,273.5653,211.1582,253.9028,477.0295,343.6664,284.6789,256.4675
6/25/2024 11:15,466.7738,491.5658,325.7158,471.0482,471.9032,477.0325,493.2756,530.8911
6/25/2024 11:20,282.9392,270.972,406.0306,312.8572,499.2039,484.6723,429.965,535.1056
6/25/2024 11:25,454.7717,526.5778,413.7397,248.7567,312.8693,229.9503,322.2724,500.0779
6/25/2024 11:30,512.0395,305.1721,313.7204,457.3308,260.7213,254.7375,574.4417,260.7213
6/25/2024 11:35,254.7338,347.0534,211.1384,253.0242,242.7664,448.776,296.6195,296.6195
6/25/2024 11:40,266.7162,506.0768,211.1503,475.3019,335.9598,475.3019,535.142,381.2673
6/25/2024 11:45,508.6524,250.4792,337.6768,356.4841,494.1194,427.439,297.4975,547.9767
6/25/2024 11:50,336.8188,493.26,398.3694,225.6857,471.0334,256.461,534.2938,557.3753
6/25/2024 11:55,249.6227,275.2688,410.3387,457.3566,488.132,232.5252,297.4955,313.7381
6/25/2024 12:00,510.3763,495.843,194.0627,248.7764,427.4508,480.4547,534.3135,295.796
6/25/2024 12:05,786.5134,273.5699,218.8559,430.8726,260.7463,476.1826,297.5072,396.6763
6/25/2024 12:10,779.7121,755.7736,357.368,452.2672,262.4689,371.9021,820.7496,533.4872
6/25/2024 12:15,778.8342,753.1865,400.9585,253.9119,262.4611,724.9741,813.886,536.8912
6/25/2024 12:20,778.8638,754.0701,359.081,458.2558,294.9594,721.5818,812.207,273.5855
6/25/2024 12:25,778.0103,752.3616,218.0139,256.4869,505.2792,720.7282,810.4987,263.3266
6/25/2024 12:30,778.8616,748.9382,212.0282,248.7911,479.6283,720.7248,810.4948,571.9631
6/25/2024 12:35,777.1528,746.3745,280.4247,456.5452,276.15,718.1609,810.496,565.1243
6/25/2024 12:40,778.0096,745.5213,396.6994,232.5479,259.9065,718.1627,809.6429,280.4254
6/25/2024 12:45,777.1522,745.519,416.3621,260.7607,475.3538,718.1605,808.7855,291.5389
6/25/2024 12:50,776.2903,743.8024,400.1144,455.6858,502.7078,718.154,808.7782,460.8155
6/25/2024 12:55,777.0861,742.036,398.3742,253.8994,240.2213,718.0994,808.7167,531.7355
6/25/2024 13:00,776.2161,742.8764,399.2213,227.3937,296.6376,718.0854,809.5558,503.5146
6/25/2024 13:05,776.2562,742.9148,399.2419,456.5207,471.0541,718.1224,809.5976,274.4254
6/25/2024 13:10,776.2096,742.8702,399.2179,308.6031,241.9243,719.7891,806.9844,259.0215
6/25/2024 13:15,776.2353,742.8948,399.2311,223.9798,262.4496,717.2482,808.7209,542.8517
6/25/2024 13:20,776.1669,742.8293,399.196,457.323,471.8548,718.0399,808.6497,530.8366
6/25/2024 13:25,776.1798,742.8417,398.3478,324.833,229.0927,718.0518,808.6631,439.3793
6/25/2024 13:30,776.1801,741.9871,399.2028,223.109,271.834,718.0521,809.5182,293.2046
6/25/2024 13:35,747.1492,742.02,399.2204,456.4962,461.6253,718.0839,810.4089,264.1523
6/25/2024 13:40,774.5194,742.0341,399.228,315.45,292.3683,718.9523,810.4243,565.9292
6/25/2024 13:45,760.8771,742.0689,404.3763,233.3926,233.3926,720.6959,808.7525,543.7279
6/25/2024 13:50,773.6698,742.0391,406.9247,465.9117,483.8642,721.5219,810.4298,317.1619
6/25/2024 13:55,776.2524,741.2014,413.7733,377.8674,420.6125,721.5386,809.5936,294.0868
6/25/2024 14:00,776.2368,739.4766,418.8943,253.9012,259.8854,721.524,810.4322,404.3612
6/25/2024 14:05,776.2681,740.3614,427.4604,488.1598,432.5899,721.5531,810.4648,528.341
6/25/2024 14:10,776.2534,741.2023,409.4993,412.0641,475.327,732.6533,810.4496,478.7466
6/25/2024 14:15,777.1419,741.2344,370.1897,258.1924,231.6892,731.83,809.6297,294.0999
6/25/2024 14:20,777.1053,741.1995,320.588,491.5683,226.5489,731.7956,810.4465,310.3292
6/25/2024 14:25,776.2317,741.1816,274.4167,396.6646,480.443,730.923,810.4269,539.4297
6/25/2024 14:30,776.217,742.0225,245.3461,258.1691,429.142,730.0544,810.4116,559.0814
6/25/2024 14:35,777.0835,742.0336,221.4132,494.974,259.8827,730.0652,810.4237,259.0278
6/25/2024 14:40,777.0125,741.9658,204.297,429.964,445.3504,729.9986,810.3497,285.503
6/25/2024 14:45,776.1788,741.986,193.1899,258.1564,495.7971,730.0184,808.6621,487.2488
6/25/2024 14:50,777.0392,741.9912,200.0299,488.1071,259.0131,730.0236,808.6678,529.1389
6/25/2024 14:55,777.0504,741.147,206.8715,452.2108,382.9687,730.889,806.9698,484.6948
6/25/2024 15:00,776.1536,738.5426,213.6987,258.148,484.6686,730.8494,810.3453,277.8083
6/25/2024 15:05,777.0115,738.5455,217.1187,497.4925,252.1654,729.9976,810.3486,268.4066
6/25/2024 15:10,777.9143,738.5912,218.8418,419.7318,341.9404,730.8975,810.3986,482.1359
6/25/2024 15:15,776.2257,738.6113,221.4124,251.333,466.7613,730.0625,810.4207,530.8768
6/25/2024 15:20,777.1148,738.6438,221.4221,465.9269,292.3798,730.0947,810.4564,458.2327
6/25/2024 15:25,778.8298,739.5036,220.5687,297.5113,257.3302,730.0995,810.4617,294.0916
6/25/2024 15:30,777.9496,742.0442,196.6246,233.3849,479.5931,730.9307,807.8707,321.4385
6/25/2024 15:35,777.1005,742.0497,210.3044,465.0634,491.5652,730.9361,810.4414,532.6002
6/25/2024 15:40,777.963,742.057,272.7145,241.9379,224.8398,730.9432,810.4493,535.1701
6/25/2024 15:45,778.8235,742.0624,344.529,280.4107,229.116,730.0937,810.4553,281.2656
6/25/2024 15:50,778.8282,742.0668,414.6341,465.0741,490.7216,730.098,810.4601,281.2673
6/25/2024 15:55,778.8594,742.0966,413.7958,244.5157,475.3522,730.1273,810.4926,540.3284
6/25/2024 16:00,778.8578,743.8049,398.4059,380.452,253.9196,728.4159,808.781,531.7778
6/25/2024 16:05,281.2756,742.9438,398.4025,495.8658,269.3064,728.4098,808.7742,289.825
6/25/2024 16:10,341.1328,484.7676,405.2555,258.2007,466.8133,728.4339,291.5446,299.2393
6/25/2024 16:15,525.7865,245.3671,419.7743,474.4903,487.3143,477.91,535.1909,531.7711
6/25/2024 16:20,545.4608,339.4168,370.1952,450.5609,247.0818,373.615,295.8142,537.7662
6/25/2024 16:25,253.9094,497.5598,270.1527,258.1839,259.8938,269.2978,541.1604,270.1527
6/25/2024 16:30,288.0985,274.4203,205.174,480.4492,226.5463,335.9725,294.9377,257.3224
6/25/2024 16:35,512.9084,532.5699,221.4055,347.0681,394.0847,482.1339,546.2475,555.6508
6/25/2024 16:40,338.5194,297.4868,239.3572,224.8248,498.3759,467.6013,272.6962,542.8279
6/25/2024 16:45,264.9925,365.0057,415.4398,466.7286,467.5834,263.2828,571.016,357.3124
6/25/2024 16:50,524.8588,497.5045,397.4908,262.4294,486.3919,259.0101,273.542,294.9125
6/25/2024 16:55,442.7888,254.7318,415.435,233.3616,315.4229,486.3838,522.2856,299.1816
6/25/2024 17:00,285.5154,499.2245,241.9187,466.7407,239.3542,485.5471,338.5152,566.7565
6/25/2024 17:05,550.5271,275.2635,221.4076,282.1024,259.8762,255.6019,469.3158,543.6883
6/25/2024 17:10,451.3523,529.9971,193.1925,231.66,234.2245,250.4664,375.2721,352.1916
6/25/2024 17:15,282.9608,297.4935,371.8669,466.7571,287.2351,511.2102,465.0474,294.929
6/25/2024 17:20,518.0674,363.3311,399.2368,230.8221,415.4798,515.5027,357.3469,359.0566
6/25/2024 17:25,333.4034,500.9599,400.9389,343.662,494.1209,256.4641,509.5088,531.7357
6/25/2024 17:30,273.5765,242.7991,195.7782,500.132,474.4843,267.592,279.561,548.8629
6/25/2024 17:35,513.8147,511.2499,200.9092,259.0447,469.3582,324.0196,567.6755,272.7236
6/25/2024 17:40,285.5395,276.9904,396.6776,478.7489,469.3449,500.9765,292.3788,263.3119
6/25/2024 17:45,537.7731,499.2996,399.2687,276.1537,483.9102,494.1698,533.4982,566.8419
6/25/2024 17:50,424.9064,276.1464,298.3749,287.2607,485.6073,320.6034,296.665,571.9565
6/25/2024 17:55,249.6315,498.4082,221.4198,492.4239,424.8866,267.5845,533.4592,265.0198
6/25/2024 18:00,515.5088,265.876,259.8917,259.0367,342.8176,253.9073,279.5545,283.829
6/25/2024 18:05,97.45844,532.6018,406.0768,496.6961,249.6304,512.9391,571.9271,510.3745
6/25/2024 18:10,307.7578,94.892,428.2963,334.2592,233.383,483.8637,191.4938,533.4469
6/25/2024 18:15,198.3255,291.5043,256.4554,226.5356,259.0199,228.2453,191.4867,427.4256
6/25/2024 18:20,195.7635,162.4239,221.4094,467.6099,259.8782,141.9072,205.167,298.347
6/25/2024 18:25,321.4103,207.7199,192.3333,245.3318,259.8636,117.1096,199.1718,278.6695
6/25/2024 18:30,98.3026,182.0735,372.6951,263.28,241.9099,217.1205,198.3148,561.6071
6/25/2024 18:35,281.2399,194.9018,398.352,467.5934,228.2403,359.8846,190.6277,535.1252
6/25/2024 18:40,188.9211,260.7282,400.0682,226.5343,282.9542,170.9693,185.5017,458.1978
6/25/2024 18:45,202.5878,131.6393,202.5878,339.3559,323.1147,93.17328,188.0562,294.9062
6/25/2024 18:50,289.7862,312.8665,193.1908,488.1059,368.4302,168.4008,194.9004,259.8672
6/25/2024 18:55,98.30541,95.74092,427.4148,260.7231,406.8989,253.8844,197.4657,539.3975
6/25/2024 19:00,361.6232,329.9918,418.9015,488.1485,428.3055,320.5879,227.4037,538.5877
6/25/2024 19:05,131.6516,98.31126,220.5592,369.3084,435.9891,178.67,188.9286,412.9073
6/25/2024 19:10,264.162,306.9066,296.6479,247.0641,421.4622,119.685,311.1811,299.2126
6/25/2024 19:15,196.6252,141.0572,401.7993,483.0141,394.9602,100.8773,102.5871,365.8938
6/25/2024 19:20,200.0564,253.0629,194.0719,259.9024,372.7548,176.973,382.1591,541.1783
6/25/2024 19:25,180.3849,196.628,249.6321,470.1975,332.5579,274.4243,146.1887,503.5388
6/25/2024 19:30,191.5039,176.1152,400.9612,226.5559,300.9347,333.4219,241.9446,301.7896
6/25/2024 19:35,211.1719,231.6906,194.9279,463.3813,252.2094,217.1565,206.8972,348.8184
6/25/2024 19:40,195.7841,147.9068,248.7912,373.6143,240.2417,170.1356,184.6698,544.6048
6/25/2024 19:45,265.8707,321.4385,401.7982,247.918,231.6751,93.18298,321.4385,527.467
6/25/2024 19:50,127.3721,96.59765,235.9376,469.3107,235.9376,184.6468,104.2913,294.922
6/25/2024 19:55,377.8641,389.8327,215.4338,259.0335,259.8884,264.1629,399.2365,265.0178
6/25/2024 20:00,102.586,95.74695,410.3441,414.6185,319.7264,304.3385,102.586,555.6743
6/25/2024 20:05,139.3288,390.6334,409.4385,503.464,95.73509,188.0511,384.6499,546.2029
6/25/2024 20:10,71.80418,30.77322,32.48285,261.5724,132.4958,94.8841,4.274059,122.2381
6/25/2024 20:15,70.09584,139.3369,113.692,264.9965,135.0627,76.07963,165.8365,76.93446
6/25/2024 20:20,33.33802,17.09642,206.0118,133.3521,135.0617,77.7887,0.8548209,133.3521
6/25/2024 20:25,69.24074,138.4815,92.32098,131.6429,134.2074,147.0297,164.1262,308.5914
6/25/2024 20:30,117.1155,65.82404,29.92002,176.9555,106.0023,74.3726,82.06633,133.3578
6/25/2024 20:35,52.1454,38.46792,123.9522,31.62918,58.1293,65.82288,83.77457,41.88729
6/25/2024 20:40,97.45558,68.38988,88.05197,262.4462,32.4852,2.56462,165.8455,164.1357
6/25/2024 20:45,71.81298,62.4089,88.0564,41.89091,114.5588,70.10315,82.9269,117.1236
6/25/2024 20:50,55.56969,138.4967,230.8279,255.6206,123.1082,72.66805,39.32624,81.21723
6/25/2024 20:55,70.95805,69.24821,34.19665,29.92207,160.7242,72.66788,58.1343,307.7698
6/25/2024 21:00,71.81253,70.10271,166.7077,265.8773,269.297,49.58484,166.7077,122.2523
6/25/2024 21:05,135.0804,140.21,94.89824,29.92287,156.4539,133.3705,82.92909,117.1267
6/25/2024 21:10,0.8548975,70.10159,106.0073,255.6143,129.9444,152.1718,9.403872,118.8307
6/25/2024 21:15,142.7642,70.95465,116.263,55.56689,102.585,151.3129,83.77778,136.7801
6/25/2024 21:20,70.10113,140.2023,115.4104,224.8365,26.50165,66.68156,141.0572,274.4203
6/25/2024 21:25,53.00303,69.24589,127.3782,69.24589,88.05341,56.42257,92.32785,34.1955
6/25/2024 21:30,71.80899,71.80899,61.55056,194.0552,134.2144,75.22846,82.92228,216.2818
6/25/2024 21:35,72.66241,139.3409,227.3906,94.03371,107.7113,76.08182,6.838815,148.7442
6/25/2024 21:40,81.21141,70.09827,23.936,154.7291,187.2137,48.72685,83.77599,114.5508
6/25/2024 21:45,21.37172,70.09925,220.5562,128.2303,270.1386,2.564607,147.8923,123.956
6/25/2024 21:50,142.7615,140.1969,43.59781,102.5831,158.1489,10.25831,141.9066,155.5844
6/25/2024 21:55,61.5477,69.24117,197.4655,118.8213,120.5309,55.5639,82.91843,171.8207
6/25/2024 22:00,52.14605,18.80677,57.27517,135.0668,103.4372,77.79165,41.03296,107.7115
6/25/2024 22:05,0,34.19504,188.9276,158.1521,0,76.93884,41.03405,221.4129
6/25/2024 22:10,0,0,0,62.4078,0,76.94112,0,0
6/25/2024 22:15,0,0,0,0,0,0,0,0
6/25/2024 22:20,0,0,0,0,0,0,0,0
6/25/2024 22:25,0,0,0,0,0,0,0,0
6/25/2024 22:30,0,0,0,0,0,0,0,0
6/25/2024 22:35,0,0,0,0,0,0,0,0
6/25/2024 22:40,0,0,0,0,0,0,0,0
6/25/2024 22:45,0,0,0,0,0,0,0,0
6/25/2024 22:50,0,0,0,0,0,0,0,0
6/25/2024 22:55,0,0,0,0,0,0,0,0
6/25/2024 23:00,0,0,0,0,0,0,0,0
6/25/2024 23:05,0,0,0,0,0,0,0,0
6/25/2024 23:10,0,0,0,0,0,0,0,0
6/25/2024 23:15,0,0,0,0,0,0,0,0
6/25/2024 23:20,0,0,0,0,0,0,0,0
6/25/2024 23:25,0,0,0,0,0,0,0,0
6/25/2024 23:30,0,0,0,0,0,0,0,0
6/25/2024 23:35,0,0,0,0,0,0,0,0
6/25/2024 23:40,0,0,0,0,0,0,0,0
6/25/2024 23:45,0,0,0,0,0,0,0,0
6/25/2024 23:50,0,0,0,0,0,0,0,0
6/25/2024 23:55,0,0,0,0,0,0,0,0
6/26/2024 0:00,0,0,0,0,0,0,0,0
6/26/2024 0:05,0,0,0,0,0,0,0,0
6/26/2024 0:10,0,0,0,0,0,0,0,0
6/26/2024 0:15,0,0,0,0,0,0,0,0
6/26/2024 0:20,0,0,0,0,0,0,0,0
6/26/2024 0:25,0,0,0,0,0,0,0,0
6/26/2024 0:30,0,0,0,0,0,0,0,0
6/26/2024 0:35,0,0,0,0,0,0,0,0
6/26/2024 0:40,0,0,0,0,0,0,0,0
6/26/2024 0:45,0,0,0,0,0,0,0,0
6/26/2024 0:50,0,0,0,0,0,0,0,0
6/26/2024 0:55,0,0,0,0,0,0,0,0
6/26/2024 1:00,0,0,0,0,0,0,0,0
6/26/2024 1:05,0,0,0,0,0,0,0,0
6/26/2024 1:10,0,0,0,0,0,0,0,0
6/26/2024 1:15,0,0,0,0,0,0,0,0
6/26/2024 1:20,0,0,0,0,0,0,0,0
6/26/2024 1:25,0,0,0,0,0,0,0,0
6/26/2024 1:30,0,0,0,0,0,0,0,0
6/26/2024 1:35,0,0,0,0,0,0,0,0
6/26/2024 1:40,0,0,0,0,0,0,0,0
6/26/2024 1:45,0,0,0,0,0,0,0,0
6/26/2024 1:50,0,0,0,0,0,0,0,0
6/26/2024 1:55,0,0,0,0,0,0,0,0
6/26/2024 2:00,0,0,0,0,0,0,0,0
6/26/2024 2:05,0,0,0,0,0,0,0,0
6/26/2024 2:10,0,0,0,0,0,0,0,0
6/26/2024 2:15,0,0,0,0,0,0,0,0
6/26/2024 2:20,0,0,0,0,0,0,0,0
6/26/2024 2:25,0,0,0,0,0,0,0,0
6/26/2024 2:30,0,0,0,0,0,0,0,0
6/26/2024 2:35,0,0,0,0,0,0,0,0
6/26/2024 2:40,0,0,0,0,0,0,0,0
6/26/2024 2:45,0,0,0,0,0,0,0,0
6/26/2024 2:50,0,0,0,0,0,0,0,0
6/26/2024 2:55,0,0,0,0,0,0,0,0
6/26/2024 3:00,0,0,0,0,0,0,0,0
6/26/2024 3:05,0,0,0,0,0,0,0,0
6/26/2024 3:10,0,0,0,0,0,0,0,0
6/26/2024 3:15,0,0,0,0,0,0,0,0
6/26/2024 3:20,0,0,0,0,0,0,0,0
6/26/2024 3:25,0,0,0,0,0,0,0,0
6/26/2024 3:30,0,0,0,0,0,0,0,0
6/26/2024 3:35,0,0,0,0,0,0,0,0
6/26/2024 3:40,0,0,0,0,0,0,0,0
6/26/2024 3:45,0,0,0,0,0,0,0,0
6/26/2024 3:50,0,0,0,0,0,0,0,0
6/26/2024 3:55,0,0,0,0,0,0,0,0
6/26/2024 4:00,0,0,0,0,0,0,0,0
6/26/2024 4:05,0,0,0,0,0,0,0,0
6/26/2024 4:10,0,0,0,0,0,0,0,0
6/26/2024 4:15,0,0,0,0,0,0,0,0
6/26/2024 4:20,0,0,0,0,0,0,0,0
6/26/2024 4:25,0,0,0,0,0,0,0,0
6/26/2024 4:30,0,0,0,0,0,0,0,0
6/26/2024 4:35,0,0,0,0,0,0,0,0
